Marca Temporal;Cantidad;Método;Tipo;Ingreso - Categoría;Gasto - Categoría;Descripción;Mes;Anio
9/3/2026 20:43;23450;Mercado Pago;?? Gasto;;MDQ;TMT Hamburguesas;3;2026
10/3/2026 10:47;1300;Mercado Pago;?? Gasto;;MDQ;Bidón agua;3;2026
13/3/2026 14:48;120250;Ualá;?? Gasto;;Transferencia;;3;2026
17/3/2026 10:09;199758,42;Ualá;?? Ingreso;Reserva;;;3;2026
17/3/2026 10:13;120250;Mercado Pago;?? Ingreso;Transferencia;;;3;2026
17/3/2026 10:18;16000;Ualá;?? Gasto;;Caro;Cena Caro;3;2026
17/3/2026 10:19;10000;Ualá;?? Gasto;;Fútbol;Soderos;3;2026
17/3/2026 10:21;232309,58;Ualá;?? Gasto;;MDQ;Corrección MDQ;3;2026
17/3/2026 10:39;12100;Efectivo;?? Gasto;;MDQ;Corrección MDQ;3;2026
31/3/2026 16:00;100000;Brubank;?? Ingreso;Ahorro;;;3;2026
31/3/2026 16:00;100;Efectivo;?? Gasto;;Corrección;;3;2026
31/3/2026 16:00;23226,92;Ualá;?? Gasto;;Corrección;;3;2026
31/3/2026 16:00;80503,35;Brubank;?? Gasto;;Corrección;;3;2026
31/3/2026 16:00;26174,8;Brubank;?? Gasto;;Ahorro;;3;2026
1/4/2026 16:14;1500000;Ualá;?? Ingreso;Trabajo;;;4;2026
1/4/2026 16:16;112640;Brubank;?? Gasto;;Suscripciones/Cuotas;Cursor;4;2026
1/4/2026 16:18;46091,47;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Regalos Caro MELI;4;2026
1/4/2026 16:20;18132,5;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Amargos casa Loli;4;2026
1/4/2026 16:24;25000;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Pastas La Juvenil;4;2026
1/4/2026 16:25;14990;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Mostaza con UCA en casa;4;2026
1/4/2026 16:26;48200;Brubank;?? Gasto;;Suscripciones/Cuotas;1/1 Big Pons con UCA;4;2026
1/4/2026 16:31;14100;Brubank;?? Gasto;;Suscripciones/Cuotas;5/6 Opal;4;2026
1/4/2026 16:32;6599,99;Brubank;?? Gasto;;Suscripciones/Cuotas;Tarjeta Cred Brubank;4;2026
1/4/2026 16:33;285753,96;Brubank;?? Ingreso;Transferencia;;;4;2026
1/4/2026 16:33;285753,96;Ualá;?? Gasto;;Transferencia;;4;2026
1/4/2026 16:37;314500;Ualá;?? Gasto;;VidaAdulta;;4;2026
1/4/2026 16:49;32250,78;Ualá;?? Gasto;;VidaAdulta;ARCA;4;2026
1/4/2026 16:50;60000;Ualá;?? Gasto;;Viaje Caro;Plazo Fijo Caro;4;2026
1/4/2026 16:51;200000;Ualá;?? Gasto;;Ahorro;;4;2026
1/4/2026 17:34;10000;Brubank;?? Ingreso;Transferencia;;;4;2026
1/4/2026 17:34;10000;Ualá;?? Gasto;;Transferencia;;4;2026
4/4/2026 00:24;1591;Ualá;?? Gasto;;Corrección;Mala cuenta, papá pagó de menos;4;2026
4/4/2026 13:14;10000;Ualá;?? Gasto;;Comidas/Cafés;Hambur Sofi;4;2026
5/4/2026 20:07;29400;Ualá;?? Gasto;;Eventos/Salidas;Carne + Estac Gaspi;4;2026
5/4/2026 20:07;11000;Ualá;?? Gasto;;Caro;Cafe Caro;4;2026
5/4/2026 20:08;15000;Ualá;?? Gasto;;Caro;Teatro a gorra;4;2026
7/4/2026 18:05;4476,5;Ualá;?? Gasto;;Comidas/Cafés;Atalaya UCA;4;2026
9/4/2026 20:24;100241,58;Ualá;?? Gasto;;Suscripciones/Cuotas;9/12 PS5;4;2026
9/4/2026 20:32;6454,4;Brubank;?? Gasto;;Sube/Uber/Cabify;Colectivos;4;2026
10/4/2026 20:48;8600;Ualá;?? Gasto;;Eventos/Salidas;Cine Súper Mario;4;2026
13/4/2026 15:12;0;Ualá;?? Gasto;;Eventos/Salidas;Cine Mario Bros;4;2026
13/4/2026 15:13;11315;Ualá;?? Gasto;;Caro;Birras/PapMant Cena Caro;4;2026
13/4/2026 15:14;10820;Ualá;?? Gasto;;Caro;Uvas y palta;4;2026
13/4/2026 15:14;6000;Ualá;?? Gasto;;Varios;Estacionamiento Román;4;2026
13/4/2026 15:16;10800;Ualá;?? Gasto;;Comidas/Cafés;McDonald;4;2026
13/4/2026 15:17;12000;Ualá;?? Gasto;;Eventos/Salidas;Asado Gaspi;4;2026
13/4/2026 15:21;11111;Ualá;?? Gasto;;Fútbol;Partido;4;2026
13/4/2026 20:52;19094,5;Ualá;?? Gasto;;Caro;Sushi Naval;4;2026
14/4/2026 10:31;49350;Ualá;?? Gasto;;Caro;Posdata Café;4;2026
17/4/2026 16:28;50000;Ualá;?? Ingreso;Mamá/Papá;;Sube;4;2026
17/4/2026 16:29;28699;Ualá;?? Gasto;;Bolucompras;Adapt USB-Ethernet;4;2026
17/4/2026 16:34;16000;Ualá;?? Gasto;;Transferencia;;4;2026
17/4/2026 16:34;16000;Brubank;?? Ingreso;Transferencia;;;4;2026
17/4/2026 16:35;12475,32;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
18/4/2026 12:05;16500;Ualá;?? Gasto;;Caro;Cafe Negro - Canillita;4;2026
18/4/2026 12:05;9530;Ualá;?? Gasto;;Regalo;Regalo Gaspi;4;2026
18/4/2026 12:08;840,95;Brubank;?? Gasto;;Sube/Uber/Cabify;;4;2026
20/4/2026 12:32;3528;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
20/4/2026 12:35;1899;Ualá;?? Gasto;;Sube/Uber/Cabify;Uber Acosta;4;2026
20/4/2026 12:46;6500;Ualá;?? Gasto;;Caro;Helado Mamushka;4;2026
21/4/2026 02:12;2701,33;Brubank;?? Gasto;;Sube/Uber/Cabify;Subte;4;2026
21/4/2026 02:14;10000;Galicia;?? Ingreso;Transferencia;;Sube;4;2026
21/4/2026 02:14;10000;Ualá;?? Gasto;;Transferencia;Sube Galicia;4;2026
21/4/2026 02:20;1900;Ualá;?? Gasto;;Comidas/Cafés;Don satur;4;2026
22/4/2026 16:57;3400;Ualá;?? Gasto;;Comidas/Cafés;Don saturs;4;2026
24/4/2026 14:02;12000;Ualá;?? Gasto;;Regalo;Regalo camsss;4;2026
24/4/2026 22:31;2600;Ualá;?? Gasto;;Comidas/Cafés;Pan para flia;4;2026
24/4/2026 22:31;12000;Ualá;?? Gasto;;Regalo;Regalo camss;4;2026
24/4/2026 22:38;1414;Brubank;?? Ingreso;Transferencia;;;4;2026
24/4/2026 22:38;1414;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
24/4/2026 22:39;1414;Ualá;?? Gasto;;Transferencia;Sube;4;2026
25/4/2026 14:06;1414;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
25/4/2026 23:06;33650;Ualá;?? Gasto;;Caro;Bodegón;4;2026
26/4/2026 22:08;10019,95;Ualá;?? Gasto;;Caro;Uber + Disco Mc&Cheese;4;2026
28/4/2026 14:11;13167,54;Ualá;?? Gasto;;Transferencia;;4;2026
28/4/2026 14:11;13167,54;Brubank;?? Ingreso;Transferencia;;;4;2026
29/4/2026 14:09;10000;Ualá;?? Gasto;;Fútbol;Soderos FC;4;2026
29/4/2026 14:12;2828;Ualá;?? Gasto;;Sube/Uber/Cabify;;4;2026
29/4/2026 14:13;4707,4;Brubank;?? Gasto;;Sube/Uber/Cabify;;4;2026
29/4/2026 14:15;2800;Galicia;?? Gasto;;Caro;Alfajor + gomitas;4;2026
29/4/2026 14:15;2062;Galicia;?? Gasto;;Sube/Uber/Cabify;;4;2026
29/4/2026 14:16;5138,01;Galicia;?? Gasto;;Transferencia;;4;2026
29/4/2026 14:16;5138,01;Ualá;?? Ingreso;Transferencia;;;4;2026
29/4/2026 20:41;1679,72;Ualá;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
29/4/2026 20:41;8650;Ualá;?? Gasto;;Bolucompras;Mouse;4;2026
29/4/2026 20:41;7500;Ualá;?? Gasto;;Caro;La mantequería;4;2026
29/4/2026 20:41;2192,86;Brubank;?? Gasto;;Sube/Uber/Cabify;sube;4;2026
29/4/2026 20:41;12350,8;Ualá;?? Gasto;;Eventos/Salidas;Cena tu vieja;4;2026
29/4/2026 20:41;10000;Ualá;?? Gasto;;Fútbol;Soderos FC;4;2026
29/4/2026 20:41;13181;Ualá;?? Gasto;;Fútbol;Partido info;4;2026
29/4/2026 20:41;9000;Ualá;?? Gasto;;Eventos/Salidas;Bebidas cena tonelli;4;2026
29/4/2026 20:41;14100;Ualá;?? Gasto;;Comidas/Cafés;Almuerzo UCA roll;4;2026
29/4/2026 20:41;29000;Ualá;?? Gasto;;Caro;Helado Mamushka;4;2026
29/4/2026 20:41;9412,82;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;4;2026
29/4/2026 20:41;78125,24;Ualá;?? Gasto;;Ahorro;;4;2026
4/5/2026 13:45;1500000;Ualá;?? Ingreso;Trabajo;;;5;2026
4/5/2026 13:48;484500;Ualá;?? Gasto;;VidaAdulta;UCA;5;2026
4/5/2026 13:49;48250,78;Ualá;?? Gasto;;VidaAdulta;ARCA;5;2026
4/5/2026 13:54;60000;Ualá;?? Gasto;;Viaje Caro;Plazo fijo viaje caro;5;2026
4/5/2026 14:05;44839,46;Ualá;?? Gasto;;Suscripciones/Cuotas;Crédito Opal;5;2026
4/5/2026 14:12;400000;Ualá;?? Gasto;;Ahorro;;5;2026
7/5/2026 14:53;8057,15;Ualá;?? Gasto;;Eventos/Salidas;Cotillón recibida martu;5;2026
7/5/2026 14:54;8000;Ualá;?? Gasto;;Bolucompras;snpct;5;2026
7/5/2026 14:54;14100;Ualá;?? Gasto;;Comidas/Cafés;Almuerzo UCA;5;2026
7/5/2026 14:54;10230;Ualá;?? Gasto;;Eventos/Salidas;Recibida martu cosas para tirar;5;2026
7/5/2026 14:56;2953,32;Ualá;?? Gasto;;Comidas/Cafés;Gematic UCA;5;2026
7/5/2026 14:56;20000;Ualá;?? Gasto;;Transferencia;sube;5;2026
7/5/2026 14:56;20000;Brubank;?? Ingreso;Transferencia;;sube;5;2026
7/5/2026 14:59;6709,86;Brubank;?? Gasto;;Sube/Uber/Cabify;;5;2026
7/5/2026 19:38;11114;Ualá;?? Gasto;;Caro;Doritos y Coca;5;2026
8/5/2026 20:38;13181;Ualá;?? Gasto;;Fútbol;Haram FC;5;2026
9/5/2026 12:37;10000;Ualá;?? Gasto;;Fútbol;Soderos FC;5;2026
9/5/2026 12:37;6000;Ualá;?? Gasto;;VidaAdulta;Pan flia;5;2026
9/5/2026 12:52;1679,72;Brubank;?? Gasto;;Sube/Uber/Cabify;Sube;5;2026
